timesteps_total,custom_metrics/game_result/score_reward_episode_mean,custom_metrics/game_result/win_percentage_episode_mean,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms
98700,-0.12,0,0.325156827,1.892750625,0.107419787
99400,-0.11,0,0.325102257,1.892745697,0.107439932
100100,-0.11,0,0.324951705,1.891844288,0.107472973
100800,-0.11,0,0.324903798,1.891771604,0.107454539
101500,-0.12,0,0.32469828,1.890766658,0.107485802
102200,-0.12,0,0.325137631,1.890039398,0.107480406
102900,-0.12,0,0.32490561,1.889816269,0.107460045
103600,-0.11,0,0.324809251,1.889295189,0.107422385
104300,-0.12,0,0.324984968,1.888771494,0.107390104
105000,-0.12,0,0.324796478,1.88798634,0.107337311
105700,-0.12,0,0.325398191,1.886908857,0.107358182
106400,-0.12,0,0.325402038,1.885583604,0.107282133
107100,-0.11,0,0.32520759,1.8847138,0.107256416
107800,-0.11,0,0.325159225,1.883164758,0.107145158
108500,-0.11,0,0.325224793,1.882949745,0.107142699
109200,-0.11,0,0.32566654,1.88285498,0.107163527
109900,-0.12,0,0.325938853,1.882575074,0.107202622
110600,-0.12,0,0.326001121,1.882558416,0.107236104
111300,-0.12,0,0.325911809,1.882504499,0.107195612
112000,-0.12,0,0.32617378,1.882211635,0.107179619
112700,-0.12,0,0.32617378,1.882211635,0.107179619
113400,-0.12,0,0.326533351,1.880584783,0.107065323
114100,-0.12,0,0.326662697,1.879667078,0.10699381
114800,-0.11,0,0.326511221,1.87956211,0.106936203
115500,-0.1,0,0.326816921,1.87962444,0.107026386
116200,-0.11,0,0.326785081,1.879607711,0.10704007
116900,-0.11,0,0.32668168,1.878919617,0.106994325
117600,-0.1,0,0.326604144,1.878581258,0.107023601
118300,-0.11,0,0.326820013,1.878860008,0.107102772
119000,-0.12,0,0.326734882,1.877868347,0.107076311
119700,-0.13,0,0.327129711,1.877054111,0.107069984
120400,-0.12,0,0.327295244,1.876498169,0.107090416
121100,-0.12,0,0.327339369,1.875913554,0.107053915
121800,-0.11,0,0.326942452,1.875377723,0.107012191
122500,-0.09,0,0.327565098,1.874289061,0.107105632
123200,-0.09,0,0.327329129,1.87460308,0.107085633
123900,-0.09,0,0.327590681,1.873145046,0.10703973
124600,-0.09,0,0.327792293,1.871769911,0.106938764
125300,-0.08,0,0.327670135,1.87205788,0.106950505
126000,-0.09,0,0.327585254,1.87083552,0.106965683
126700,-0.1,0,0.327333771,1.870173774,0.106953203
127400,-0.1,0,0.327089986,1.869795774,0.106906365
128100,-0.11,0,0.327071585,1.86991032,0.106926072
128800,-0.11,0,0.326967373,1.86981291,0.106943813
129500,-0.11,0,0.326666121,1.868334674,0.106900202
130200,-0.11,0,0.326732342,1.868305532,0.106931476
130900,-0.12,0,0.326923312,1.866744001,0.10690586
131600,-0.11,0,0.32668205,1.866761785,0.106881325
132300,-0.11,0,0.327054992,1.865506,0.106824359
133000,-0.11,0,0.326755467,1.865017712,0.106791838
133700,-0.11,0,0.326669785,1.864663829,0.10677172
134400,-0.11,0,0.326702343,1.863736053,0.106749536
135100,-0.12,0,0.326810265,1.863174478,0.10673143
135800,-0.11,0,0.326806106,1.86211434,0.106601722
136500,-0.1,0,0.327046857,1.862128754,0.106577758
137200,-0.1,0,0.327008922,1.861192571,0.106539538
137900,-0.09,0,0.327034659,1.861104359,0.106484222
138600,-0.08,0,0.327123615,1.861207446,0.106430401
139300,-0.09,0,0.327386206,1.860722652,0.106408046
140000,-0.09,0,0.327983051,1.860147429,0.106324921
140700,-0.09,0,0.327572105,1.860093905,0.106294183
141400,-0.1,0,0.327843591,1.859283051,0.106269781
142100,-0.11,0,0.328002632,1.859899992,0.106330116
142800,-0.1,0,0.32846881,1.859580317,0.106363366
143500,-0.1,0,0.328748385,1.859385873,0.106384048
144200,-0.09,0,0.329603222,1.858658063,0.106388216
144900,-0.09,0,0.330091408,1.857613956,0.106325994
145600,-0.1,0,0.330945291,1.856789047,0.10632888
146300,-0.09,0,0.330931516,1.856296357,0.106285606
147000,-0.09,0,0.331089305,1.85599555,0.106294161
147700,-0.1,0,0.331467288,1.855849293,0.106334468
148400,-0.1,0,0.332023103,1.855786546,0.106357465
149100,-0.1,0,0.3321438,1.855594867,0.106344764
149800,-0.1,0,0.332428943,1.855196468,0.106372809
150500,-0.09,0,0.332409866,1.854187285,0.106316016
151200,-0.09,0,0.332705791,1.853631977,0.106340644
151900,-0.09,0,0.33299363,1.853360894,0.106298716
152600,-0.1,0,0.333376769,1.852997722,0.106338851
153300,-0.09,0,0.333803938,1.852434555,0.106309218
154000,-0.1,0,0.333978056,1.851660956,0.106327269
154700,-0.1,0,0.334179786,1.850714703,0.10631244
155400,-0.11,0,0.334517803,1.849959814,0.106328802
156100,-0.11,0,0.334627159,1.849771495,0.106343675
156800,-0.11,0,0.334588428,1.849776714,0.106339092
157500,-0.11,0,0.334997546,1.849263051,0.106361748
158200,-0.11,0,0.335052977,1.848961226,0.106352371
158900,-0.12,0,0.335386407,1.847676689,0.10635046
159600,-0.11,0,0.335277564,1.846292075,0.106243122
160300,-0.12,0,0.335112037,1.84600104,0.10619892
161000,-0.11,0,0.335289895,1.845848975,0.106134766
161700,-0.11,0,0.335402384,1.84494108,0.106101671
162400,-0.11,0,0.3356817,1.844727738,0.106125171
163100,-0.11,0,0.335672713,1.843918695,0.106075059
163800,-0.11,0,0.335672713,1.843918695,0.106075059
164500,-0.11,0,0.335841417,1.843600957,0.106107799
165200,-0.11,0,0.336048596,1.843630388,0.106113552
165900,-0.12,0,0.336285288,1.843272839,0.106119172
166600,-0.13,0,0.33667651,1.842549576,0.106074742
167300,-0.15,0,0.337130335,1.841633678,0.106108904
168000,-0.15,0,0.337260087,1.841847501,0.106094355
168700,-0.16,0,0.337770424,1.84250371,0.10617992
169400,-0.16,0,0.337971117,1.842970853,0.106203879
170100,-0.15,0,0.337980247,1.843093957,0.10620185
170800,-0.15,0,0.338127041,1.843702084,0.106227851
171500,-0.14,0,0.338314283,1.843498397,0.106239
172200,-0.15,0,0.338229441,1.843887969,0.106247573
172900,-0.14,0,0.338316978,1.844326104,0.106302557
173600,-0.15,0,0.338629524,1.843995015,0.106342392
174300,-0.15,0,0.33870889,1.843709488,0.106310894
175000,-0.15,0,0.338986067,1.844189034,0.106340488
175700,-0.16,0,0.339321658,1.844110826,0.106368941
176400,-0.15,0,0.339794868,1.843747804,0.106303567
177100,-0.16,0,0.339710931,1.843912995,0.106335442
177800,-0.17,0,0.339683296,1.844267617,0.106361491
178500,-0.17,0,0.339894175,1.844987163,0.106374811
179200,-0.17,0,0.339995493,1.845073587,0.106387002
179900,-0.17,0,0.340184645,1.845157489,0.106455832
180600,-0.18,0,0.340604808,1.845345671,0.106439356
181300,-0.18,0,0.340501933,1.845000048,0.106442544
182000,-0.18,0,0.340401434,1.844857695,0.106365338
182700,-0.18,0,0.340294728,1.845156615,0.10638931
183400,-0.18,0,0.340106568,1.844961164,0.106329026
184100,-0.18,0,0.340489706,1.845872355,0.106422648
184800,-0.2,0,0.340404681,1.846128834,0.106394719
185500,-0.2,0,0.340404681,1.846128834,0.106394719
186200,-0.21,0,0.340372718,1.846213099,0.106437597
186900,-0.21,0,0.340649,1.846488489,0.106428596
187600,-0.2,0,0.340613378,1.846410688,0.1064561
188300,-0.21,0,0.340975037,1.846226219,0.106425805
189000,-0.21,0,0.341028258,1.846545303,0.106457597
189700,-0.2,0,0.340643101,1.846841499,0.106465871
190400,-0.2,0,0.340758357,1.846666211,0.106428054
191100,-0.2,0,0.340983751,1.846674121,0.106434222
191100,-0.098484848,0.007575758,0.367535037,1.896405261,0.11120004
191800,-0.2,0,0.340983751,1.846674121,0.106434222
191800,-0.12,0.01,0.368868489,1.898595186,0.110796077
192500,-0.21,0,0.340848687,1.847012307,0.106431844
192500,-0.12,0.01,0.36904087,1.897215954,0.110654764
193200,-0.2,0,0.340516666,1.847293111,0.106463649
193200,-0.13,0.01,0.368088054,1.895328041,0.110555163
193900,-0.21,0,0.340739592,1.84749782,0.106482367
193900,-0.13,0.01,0.366593408,1.895988696,0.110518278
194600,-0.2,0,0.340784994,1.847336665,0.106445891
194600,-0.14,0.01,0.366334649,1.894443769,0.110465844
195300,-0.21,0,0.340903163,1.846828282,0.106450085
195300,-0.14,0.01,0.365787217,1.893815187,0.110508071
196000,-0.21,0,0.340644613,1.847347346,0.10647025
196000,-0.14,0.02,0.365021098,1.892334283,0.110499977
196700,-0.21,0,0.340932719,1.846886186,0.106477984
196700,-0.15,0.02,0.364402709,1.891021243,0.110429058
197400,-0.21,0,0.341199952,1.847005823,0.106514943
197400,-0.15,0.02,0.36429086,1.891020989,0.11036887
198100,-0.21,0,0.34132275,1.847015878,0.106506005
198100,-0.15,0.02,0.363568743,1.889115696,0.110399939
198800,-0.21,0,0.341305649,1.846904896,0.106468608
198800,-0.16,0.02,0.363166792,1.888573226,0.110378678
199500,-0.2,0,0.340854607,1.847029241,0.10642659
199500,-0.16,0.02,0.362303317,1.887677599,0.110362074
200200,-0.2,0,0.340872526,1.847091947,0.106420852
200200,-0.17,0.02,0.362267935,1.887416043,0.110339029
200900,-0.21,0,0.340914095,1.846727922,0.106426546
200900,-0.17,0.02,0.361395711,1.887200527,0.11025236
201600,-0.22,0,0.340917017,1.846710163,0.106440041
201600,-0.16,0.02,0.360392991,1.8856974,0.110275789
202300,-0.21,0,0.340759197,1.846512748,0.106440012
202300,-0.15,0.02,0.361872741,1.883676052,0.110266431
203000,-0.21,0,0.340529104,1.846287139,0.106420156
203000,-0.15,0.02,0.361872741,1.883676052,0.110266431
203700,-0.2,0,0.340816627,1.846379071,0.106435383
203700,-0.15,0.02,0.362325772,1.880782187,0.110263229
204400,-0.19,0,0.34086346,1.846142069,0.106413294
204400,-0.15,0.02,0.36303225,1.877446777,0.110208169
205100,-0.19,0,0.341020238,1.846030505,0.106458091
205100,-0.17,0.02,0.362850642,1.875822297,0.110141352
205800,-0.18,0,0.341153242,1.846236413,0.106508989
205800,-0.17,0.02,0.362913167,1.875594817,0.110148091
206500,-0.18,0,0.340965134,1.846120087,0.106467592
206500,-0.18,0.02,0.36249722,1.874342966,0.110107578
207200,-0.18,0,0.340459771,1.845998002,0.106458953
207200,-0.19,0.01,0.362149993,1.873648519,0.110056502
207900,-0.18,0,0.340459771,1.845998002,0.106458953
207900,-0.18,0.01,0.361067201,1.872110715,0.110087589
208600,-0.18,0,0.340609646,1.845926058,0.106560364
208600,-0.18,0.01,0.360907456,1.871555434,0.110073273
209300,-0.17,0,0.340625365,1.845893615,0.106586533
209300,-0.2,0.01,0.359778954,1.867051879,0.110043448
210000,-0.18,0,0.340229436,1.8456962,0.106531225
210000,-0.21,0.01,0.359277029,1.865854904,0.109998193
210700,-0.18,0,0.340203563,1.845504601,0.106490761
210700,-0.21,0.01,0.359114996,1.865567992,0.109896498
211400,-0.16,0,0.34048361,1.844839571,0.106537676
211400,-0.21,0.01,0.359052918,1.865836427,0.109843748
212100,-0.15,0,0.340535425,1.844458583,0.106492748
212100,-0.21,0.01,0.358472365,1.865418954,0.109735857
212800,-0.16,0,0.340162706,1.844429991,0.10650506
212800,-0.21,0.01,0.358359308,1.865148326,0.109529715
213500,-0.17,0,0.340093322,1.843592962,0.106434163
213500,-0.2,0.01,0.358110681,1.864080945,0.109360471
214200,-0.17,0,0.340174042,1.843505282,0.106427061
214200,-0.2,0.01,0.357936792,1.863961482,0.109308051
214900,-0.17,0,0.340174042,1.843505282,0.106427061
214900,-0.21,0.01,0.357600089,1.862989233,0.109136787
215600,-0.17,0,0.340164799,1.843686225,0.106468343
215600,-0.21,0.01,0.356877452,1.862024285,0.109061923
216300,-0.16,0,0.339933396,1.843510716,0.106467241
216300,-0.22,0.01,0.35589572,1.860166448,0.10896076
217000,-0.17,0,0.339930817,1.842840676,0.106420963
217000,-0.22,0.01,0.355586135,1.858849101,0.108936496
217700,-0.17,0,0.339939612,1.842752994,0.10641829
217700,-0.22,0.01,0.354783202,1.856537412,0.108905532
218400,-0.17,0,0.339694451,1.84226449,0.106410792
218400,-0.22,0.01,0.353791062,1.855097328,0.108895008
219100,-0.17,0,0.339437584,1.842288214,0.106406829
219100,-0.22,0.01,0.353529344,1.852711662,0.108751346
219800,-0.17,0,0.339418707,1.842459777,0.106421858
219800,-0.21,0.01,0.352251603,1.848982948,0.108638734
220500,-0.18,0,0.339302048,1.841855629,0.106373017
220500,-0.22,0.01,0.351572967,1.848080592,0.108526481
221200,-0.19,0,0.339094669,1.841461584,0.10636891
221200,-0.22,0.01,0.352059884,1.847585518,0.108453334
221900,-0.2,0,0.339086685,1.841025471,0.106317006
221900,-0.22,0.01,0.350935663,1.84583081,0.108431427
222600,-0.2,0,0.339167736,1.840599698,0.106244606
222600,-0.22,0.01,0.350935663,1.84583081,0.108431427
223300,-0.19,0,0.339152789,1.840559569,0.106264619
223300,-0.22,0,0.350750601,1.843954753,0.108367691
224000,-0.2,0,0.339170283,1.840381135,0.106219444
224000,-0.22,0,0.349633177,1.841899904,0.108304158
224700,-0.19,0,0.339202029,1.840274848,0.106239965
224700,-0.24,0,0.348023211,1.839705938,0.108194277
225400,-0.24,0,0.348255408,1.838162923,0.108121043
226100,-0.25,0,0.34776508,1.838266033,0.108120676
226800,-0.24,0,0.34740125,1.837663727,0.10809774
227500,-0.24,0,0.346665788,1.835751926,0.108104721
228200,-0.24,0,0.347240017,1.832779097,0.108001271
228900,-0.24,0,0.347092164,1.832930525,0.107962969
229600,-0.24,0,0.345555162,1.831553784,0.107929608
230300,-0.24,0,0.345441732,1.831660125,0.107886125
231000,-0.26,0,0.345398249,1.830728051,0.107846778
231700,-0.26,0,0.345237603,1.827522239,0.107720721
232400,-0.26,0,0.345100026,1.827891828,0.107689125
233100,-0.25,0,0.34422601,1.826627354,0.107685827
233800,-0.26,0,0.343839432,1.826117036,0.107690992
234500,-0.26,0,0.343029296,1.825504655,0.107689239
235200,-0.25,0,0.34252687,1.823928841,0.107675473
235900,-0.25,0,0.342340883,1.823183854,0.107668648
236600,-0.25,0,0.342574631,1.822696161,0.107593236
237300,-0.25,0,0.342075287,1.821454389,0.107589219
238000,-0.24,0,0.341618283,1.821212603,0.107611933
238700,-0.24,0,0.340684955,1.819822643,0.107511242
239400,-0.23,0,0.340395496,1.819668331,0.10750388
240100,-0.23,0,0.340266663,1.81967462,0.107453197
240800,-0.22,0,0.339985683,1.818827166,0.107417203
241500,-0.21,0,0.33957452,1.816946086,0.107372337
242200,-0.21,0,0.339502772,1.816667901,0.107366296
242900,-0.21,0,0.338479332,1.814090179,0.107343179
243600,-0.23,0,0.338187957,1.812834442,0.107398331
244300,-0.23,0,0.337771174,1.813196748,0.107401602
245000,-0.22,0,0.33764068,1.812859107,0.107395291
245700,-0.22,0,0.33764068,1.812859107,0.107395291
246400,-0.21,0,0.337204651,1.81182399,0.107298473
247100,-0.21,0,0.336454459,1.810019433,0.10729415
247800,-0.2,0,0.335396117,1.809264225,0.10731137
248500,-0.2,0,0.334953114,1.808402271,0.107305575
249200,-0.2,0,0.33469923,1.808604713,0.107285689
249900,-0.2,0,0.33491717,1.808622153,0.107244633
250600,-0.2,0,0.33479972,1.808421755,0.107298604
251300,-0.2,0,0.333820665,1.807303207,0.107265388
252000,-0.22,0,0.333979051,1.806473422,0.107254501
252700,-0.21,0,0.33310305,1.805083153,0.107235142
253400,-0.22,0,0.332395354,1.804745153,0.107205763
254100,-0.21,0,0.331723533,1.804724961,0.107207445
254800,-0.22,0,0.3313658,1.803499112,0.107214895
255500,-0.21,0,0.330546361,1.802278339,0.107193486
256200,-0.2,0,0.330318455,1.802146733,0.107201128
256900,-0.19,0,0.330065582,1.801956805,0.107211056
257600,-0.18,0,0.330032134,1.801053347,0.107157492
258300,-0.17,0,0.3294381,1.801210698,0.107166788
259000,-0.17,0,0.329874687,1.800881262,0.107158158
259700,-0.17,0,0.330017303,1.800421148,0.107114765
260400,-0.16,0,0.329902341,1.800184468,0.107116209
261100,-0.15,0,0.329623469,1.799350696,0.107111069
261800,-0.15,0,0.328997101,1.799589004,0.107176856
262500,-0.15,0,0.328782141,1.799437281,0.107187517
263200,-0.14,0,0.329047679,1.798969874,0.107135139
263900,-0.15,0,0.32874798,1.7983576,0.107159209
264600,-0.15,0,0.328322001,1.798224257,0.10719103
265300,-0.15,0,0.328414812,1.798867185,0.107186172
266000,-0.15,0,0.328414812,1.798867185,0.107186172
266700,-0.16,0,0.327688506,1.797342636,0.107155863
267400,-0.17,0,0.327507255,1.796808432,0.107095676
268100,-0.18,0,0.327296832,1.796879798,0.107169929
268800,-0.18,0,0.326809039,1.796825015,0.107199982
269500,-0.19,0,0.32669546,1.79660629,0.107204047
270200,-0.2,0,0.32709212,1.79737188,0.107248533
270900,-0.21,0,0.326576089,1.796201093,0.107212871
271600,-0.2,0,0.326575096,1.795856784,0.107209217
272300,-0.21,0,0.325888841,1.795011868,0.1072623
273000,-0.21,0,0.325766722,1.794763629,0.107254875
273700,-0.19,0,0.325454641,1.795199385,0.107229355
274400,-0.18,0,0.325504618,1.795716216,0.107222521
275100,-0.19,0,0.326065319,1.795508923,0.107223462
275800,-0.19,0,0.325443479,1.794725327,0.107288593
276500,-0.19,0,0.325110921,1.794292473,0.10724406
277200,-0.18,0,0.324960941,1.794379974,0.107268342
277900,-0.18,0,0.324866802,1.794538783,0.107297967
278600,-0.18,0,0.32542064,1.794566252,0.107301634
279300,-0.18,0,0.324413161,1.793973875,0.107261477
280000,-0.18,0,0.32367581,1.793369339,0.107232926
280700,-0.19,0,0.323247987,1.792357836,0.107266227
281400,-0.2,0,0.322869878,1.791955402,0.107281379
282100,-0.18,0,0.322612264,1.791680202,0.107228486
282800,-0.18,0,0.322792343,1.791378355,0.10726157
283500,-0.18,0,0.322558494,1.791781744,0.107262821
284200,-0.17,0,0.322788091,1.791698926,0.10728749
284900,-0.18,0,0.322604658,1.791284753,0.107323541
285600,-0.17,0,0.321626383,1.790101669,0.107274435
286300,-0.17,0,0.3217961,1.790111711,0.107327267
287000,-0.17,0,0.321449944,1.789772259,0.107336239
287700,-0.16,0,0.3211924,1.790185564,0.107354972
288400,-0.16,0,0.321077222,1.789720943,0.107332224
289100,-0.17,0,0.320758015,1.789174487,0.107380035
289800,-0.17,0,0.320612705,1.789048386,0.107389529
290500,-0.18,0,0.319859302,1.78865099,0.107386793
291200,-0.19,0,0.319520839,1.788215016,0.107397571
291900,-0.19,0,0.318654268,1.787100284,0.107352134
292600,-0.18,0,0.318258244,1.786951379,0.107372642
293300,-0.18,0,0.318841864,1.786978763,0.107371905
294000,-0.18,0,0.319027309,1.786641048,0.107342967
294700,-0.17,0,0.318800049,1.786585108,0.107372768
295400,-0.17,0,0.318276139,1.785028279,0.107320454
296100,-0.18,0,0.318334041,1.784463137,0.107330463
296800,-0.19,0,0.318517141,1.784737964,0.107332514
297500,-0.19,0,0.31878715,1.784948174,0.10729966
298200,-0.18,0,0.318670161,1.784030419,0.107258541
298900,-0.18,0,0.318348262,1.783743929,0.107271552
299600,-0.17,0,0.317970558,1.783649104,0.107254336
300300,-0.2,0,0.317927975,1.783342803,0.107282605
301000,-0.2,0,0.318180173,1.782829203,0.107280778
301700,-0.2,0,0.318180173,1.782829203,0.107280778
302400,-0.19,0,0.317644764,1.782902319,0.107242831
303100,-0.2,0,0.317595104,1.782969874,0.107258122
303800,-0.19,0,0.317373104,1.78227506,0.107278428
304500,-0.2,0,0.317832121,1.782409468,0.107294735
305200,-0.21,0,0.3178698,1.783085543,0.107308433
305900,-0.21,0,0.317658416,1.783163115,0.107294533
306600,-0.21,0,0.317658416,1.783163115,0.107294533
307300,-0.21,0,0.317285009,1.782590782,0.107288152
308000,-0.21,0,0.317779765,1.78262675,0.107289622
308700,-0.21,0,0.318076404,1.78285268,0.107305039
309400,-0.19,0,0.317558739,1.782448082,0.107293137
310100,-0.19,0,0.31767298,1.782997873,0.107294059
310800,-0.19,0,0.317071121,1.782826329,0.107295102
311500,-0.2,0,0.31702533,1.782621786,0.107288856
312200,-0.19,0,0.316627976,1.782217195,0.107257242
312900,-0.19,0,0.317084255,1.782601078,0.107287976
313600,-0.2,0,0.317032834,1.78274735,0.107309023
314300,-0.19,0,0.316660346,1.782213588,0.107315624
315000,-0.19,0,0.316666579,1.782243868,0.107319417
315700,-0.2,0,0.316674671,1.782088632,0.107311994
316400,-0.2,0,0.316317416,1.782406295,0.107333455
317100,-0.21,0,0.316824019,1.783064397,0.107372811
317800,-0.21,0,0.317082273,1.783254329,0.107391513
318500,-0.21,0,0.31711268,1.783303431,0.10739936
319200,-0.21,0,0.317435465,1.784132306,0.10741319
319900,-0.2,0,0.317797899,1.78431089,0.107437005
320600,-0.2,0,0.317775733,1.785133974,0.107502874
321300,-0.2,0,0.317937208,1.785413666,0.10751755
322000,-0.2,0,0.318249338,1.786292599,0.107520524
322700,-0.22,0,0.318036179,1.786918927,0.107552846
323400,-0.23,0,0.318355745,1.787646581,0.107614029
324100,-0.22,0,0.318328566,1.788526883,0.107669527
324800,-0.21,0,0.317853041,1.789381239,0.107670782
325500,-0.2,0,0.317573488,1.789030341,0.10769114
326200,-0.2,0,0.317573488,1.789030341,0.10769114
326900,-0.2,0,0.31785188,1.789541542,0.107734908
327600,-0.19,0,0.31752773,1.789818084,0.107757126
328300,-0.19,0,0.317604816,1.791149527,0.107791977
329000,-0.18,0,0.317291011,1.790561175,0.107793137
329700,-0.16,0,0.317246205,1.790301934,0.107830224
