timesteps_total,custom_metrics/game_result/score_reward_episode_mean,custom_metrics/game_result/win_percentage_episode_mean,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms
1212400,-0.16,0,0.3734788,1.856992546,0.11026782
1213100,-0.14,0,0.373434739,1.857034441,0.110269932
1213800,-0.13,0,0.373345935,1.856799696,0.11027135
1214500,-0.13,0,0.372888894,1.856858951,0.110259908
1215200,-0.13,0,0.373192531,1.856785662,0.110289966
1215900,-0.12,0,0.373526113,1.856935001,0.110338646
1216600,-0.11,0,0.373918952,1.857218617,0.110338056
1217300,-0.12,0,0.373503502,1.857578075,0.110322294
1218000,-0.13,0,0.374113858,1.857689373,0.110354572
1218700,-0.14,0,0.37439008,1.857688843,0.110361287
1219400,-0.13,0,0.374071051,1.857447712,0.110368562
1220100,-0.13,0,0.373992939,1.857361182,0.110392987
1220800,-0.12,0,0.374102154,1.857672498,0.110389854
1221500,-0.12,0,0.37415027,1.857979244,0.110386124
1222200,-0.11,0,0.374045902,1.858329626,0.110353953
1222900,-0.1,0,0.37390396,1.858021433,0.110362182
1223600,-0.1,0,0.373769862,1.857969961,0.110388004
1224300,-0.12,0,0.37403385,1.857871791,0.110418693
1225000,-0.12,0,0.374125763,1.857935582,0.110397196
1225700,-0.12,0,0.374508343,1.857973103,0.110378154
1226400,-0.11,0,0.374863732,1.85758046,0.110397918
1227100,-0.11,0,0.374473234,1.857783304,0.110413666
1227800,-0.13,0,0.374688684,1.85769307,0.11044402
1228500,-0.13,0,0.375676425,1.857434969,0.110515901
1229200,-0.13,0,0.37566023,1.857440482,0.110516188
1229900,-0.14,0,0.375704777,1.857577063,0.110544374
1230600,-0.14,0,0.375693144,1.857218961,0.11055558
1231300,-0.14,0,0.375850656,1.857043956,0.110580305
1232000,-0.14,0,0.375942416,1.857116636,0.110557165
1232700,-0.15,0,0.37553142,1.856876609,0.110555083
1233400,-0.14,0,0.375565507,1.856895825,0.110530457
1234100,-0.15,0,0.37565389,1.857180969,0.110499772
1234800,-0.15,0,0.375691303,1.857032177,0.110505582
1235500,-0.15,0,0.375738651,1.856912373,0.110512616
1236200,-0.15,0,0.375460993,1.856957314,0.110486022
1236900,-0.15,0,0.374776196,1.856807767,0.11042982
1237600,-0.15,0,0.374445547,1.856351274,0.110384755
1238300,-0.16,0,0.374759862,1.856199128,0.110390663
1239000,-0.15,0,0.374730713,1.855915667,0.110416152
1239700,-0.15,0,0.374445079,1.855580514,0.110419184
1240400,-0.15,0,0.374344143,1.855823054,0.110401051
1241100,-0.15,0,0.374589634,1.855994099,0.110392353
1241800,-0.15,0,0.374578861,1.855960285,0.110391182
1242500,-0.16,0,0.374517267,1.855721237,0.110390272
1243200,-0.16,0,0.374865203,1.855434555,0.110411659
1243900,-0.16,0,0.374551883,1.855259485,0.11040165
1244600,-0.16,0,0.374285316,1.855274459,0.110372984
1245300,-0.15,0,0.374301357,1.855192882,0.11039631
1246000,-0.14,0,0.374629757,1.854911193,0.110422157
1246700,-0.14,0,0.374769148,1.854496647,0.110457239
1247400,-0.14,0,0.374743756,1.854560966,0.110467306
1248100,-0.14,0,0.374690919,1.854098246,0.11046632
1248800,-0.14,0,0.37489745,1.853933964,0.110505228
1249500,-0.13,0,0.374438505,1.853949733,0.110469066
1250200,-0.13,0,0.374512088,1.853990897,0.11044299
1250900,-0.14,0,0.374456641,1.853605368,0.110405217
1251600,-0.13,0,0.374123463,1.853202522,0.11037628
1252300,-0.12,0,0.37443648,1.853260804,0.110415002
1253000,-0.13,0,0.374768425,1.853263291,0.110406538
1253700,-0.13,0,0.375120242,1.853019388,0.110434942
1254400,-0.13,0,0.374736971,1.853017492,0.110393484
1255100,-0.13,0,0.374234082,1.852933435,0.110393406
1255800,-0.13,0,0.374521209,1.852667727,0.110392684
1256500,-0.14,0,0.374394577,1.852156533,0.110359959
1257200,-0.15,0,0.374690297,1.852150501,0.110397123
1257900,-0.14,0,0.374994582,1.852178521,0.110407679
1258600,-0.15,0,0.375806246,1.851990759,0.110438526
1259300,-0.16,0,0.37569144,1.851644717,0.11045156
1260000,-0.16,0,0.37555515,1.851319322,0.110464053
1260700,-0.15,0,0.375215283,1.851432427,0.110421509
1261400,-0.15,0,0.375403181,1.851216103,0.110412423
1262100,-0.16,0,0.375393807,1.850706572,0.110390876
1262800,-0.18,0,0.375031249,1.849738037,0.110365446
1263500,-0.16,0,0.374760642,1.849146496,0.11037246
1264200,-0.16,0,0.375177934,1.849293306,0.110346015
1264900,-0.16,0,0.375203153,1.849239866,0.110291372
1265600,-0.16,0,0.375224892,1.849105028,0.11028761
1266300,-0.16,0,0.37522694,1.848927576,0.110278721
1267000,-0.16,0,0.375279912,1.848653306,0.110230663
1267700,-0.17,0,0.375596605,1.848759999,0.110220395
1268400,-0.16,0,0.375703413,1.848437844,0.110200444
1269100,-0.16,0,0.375536233,1.8481457,0.110180855
1269800,-0.15,0,0.375209137,1.848048304,0.110176257
1270500,-0.15,0,0.375484314,1.847709298,0.110198091
1271200,-0.15,0,0.37585585,1.84761952,0.110167163
1271900,-0.15,0,0.375577775,1.847395751,0.110110051
1272600,-0.15,0,0.375667207,1.847587253,0.110100508
1273300,-0.14,0,0.376084008,1.847098766,0.110110033
1274000,-0.14,0,0.376688569,1.846859782,0.110140004
1274700,-0.11,0,0.376312424,1.846711913,0.110147203
1275400,-0.11,0,0.375919395,1.846776278,0.110109517
1276100,-0.13,0,0.37598405,1.846205782,0.110089145
1276800,-0.13,0,0.376081236,1.846068178,0.110091879
1277500,-0.13,0,0.375798672,1.845783293,0.110069025
1278200,-0.12,0,0.376264527,1.845872642,0.110094388
1278900,-0.11,0,0.37588317,1.845860105,0.110082247
1279600,-0.11,0,0.376024431,1.8455603,0.110061059
1280300,-0.11,0,0.376027099,1.84530894,0.110099539
1281000,-0.09,0,0.376328226,1.845390049,0.110111315
1281700,-0.1,0,0.376654509,1.845672608,0.110144571
1282400,-0.09,0,0.376608903,1.845869212,0.110133571
1283100,-0.1,0,0.376264769,1.846139829,0.110096651
1283800,-0.1,0,0.375537239,1.845598088,0.110062153
1284500,-0.11,0,0.375826596,1.845592,0.1100948
1285200,-0.11,0,0.375111476,1.845803179,0.110041917
1285900,-0.11,0,0.374799587,1.845587063,0.110056114
1286600,-0.1,0,0.374817588,1.845496603,0.1100635
1287300,-0.11,0,0.374815045,1.845138938,0.110062636
1288000,-0.1,0,0.375115062,1.844991183,0.11008082
1288700,-0.11,0,0.375424062,1.844983968,0.11005041
1289400,-0.1,0,0.375014485,1.845239819,0.110031944
1290100,-0.1,0,0.374222467,1.845526178,0.110014716
1290800,-0.1,0,0.374305114,1.845425913,0.110023775
1291500,-0.11,0,0.374622373,1.845380341,0.110071443
1292200,-0.1,0,0.374467964,1.845459974,0.110097702
1292900,-0.1,0,0.373885105,1.84521892,0.11005868
1293600,-0.11,0,0.373829611,1.845280907,0.110005095
1294300,-0.12,0,0.374244106,1.845444143,0.109979002
1295000,-0.11,0,0.374226653,1.845295105,0.109984687
1295700,-0.1,0,0.374430981,1.845174204,0.109982059
1296400,-0.11,0,0.373957637,1.844997624,0.109949971
1297100,-0.12,0,0.373796845,1.845028606,0.109937209
1297800,-0.12,0,0.374486584,1.84506864,0.109988748
1298500,-0.13,0,0.374344628,1.845219973,0.110003668
1299200,-0.13,0,0.374357778,1.845119987,0.10999837
1299900,-0.11,0,0.374062304,1.844781835,0.109969374
1300600,-0.11,0,0.374132813,1.844464943,0.109941595
1301300,-0.1,0,0.374541185,1.844488411,0.109982054
1302000,-0.1,0,0.374500852,1.844734308,0.109976949
1302700,-0.1,0,0.37447164,1.84443115,0.109949078
1303400,-0.1,0,0.373980403,1.844197134,0.109912689
1304100,-0.1,0,0.37432614,1.843880969,0.109897916
1304800,-0.11,0,0.374520465,1.843746479,0.109912268
1305500,-0.11,0,0.37532277,1.843762687,0.109932114
1306200,-0.11,0,0.375212557,1.843955966,0.109919027
1306900,-0.11,0,0.374404603,1.843991308,0.10987827
1307600,-0.11,0,0.374093539,1.84356669,0.109842989
1308300,-0.11,0,0.375181628,1.843027349,0.109868699
1309000,-0.11,0,0.375243162,1.842781078,0.109815485
1309700,-0.11,0,0.37574598,1.842824778,0.109842214
1310400,-0.11,0,0.376203166,1.842553402,0.109897582
1311100,-0.11,0,0.375623893,1.842495399,0.109858145
1311800,-0.1,0,0.375246696,1.842360415,0.109867928
1312500,-0.1,0,0.375535276,1.842227114,0.109882458
1313200,-0.1,0,0.375254192,1.842117439,0.109875867
1313900,-0.11,0,0.375125375,1.842237134,0.109888815
1314600,-0.11,0,0.375903939,1.842297479,0.109914195
1315300,-0.09,0,0.375947697,1.842072156,0.109864272
1316000,-0.1,0,0.375624037,1.841931056,0.109778614
1316700,-0.1,0,0.37573497,1.841812796,0.109776138
1317400,-0.12,0,0.375264537,1.841431913,0.109759481
1318100,-0.12,0,0.375274106,1.841375713,0.109746559
1318800,-0.14,0,0.375675832,1.841184194,0.109775648
1319500,-0.16,0,0.37573693,1.840772074,0.109775926
1320200,-0.15,0,0.375813725,1.840713174,0.109778648
1320900,-0.16,0,0.376127027,1.840568251,0.109791127
1321600,-0.17,0,0.376665587,1.840394004,0.109796264
1322300,-0.17,0,0.376700844,1.840545655,0.109786865
1323000,-0.16,0,0.376345422,1.840500532,0.109757365
1323700,-0.15,0,0.376076037,1.840252223,0.109701028
1324400,-0.15,0,0.375843093,1.840135365,0.109701443
1325100,-0.15,0,0.375506883,1.839814271,0.109694003
1325800,-0.14,0,0.375610692,1.839765216,0.1096673
1326500,-0.16,0,0.375256225,1.839639191,0.109660344
1327200,-0.16,0,0.374490978,1.839320429,0.10962143
1327900,-0.17,0,0.374074041,1.839294422,0.109606097
1328600,-0.18,0,0.374056029,1.839437425,0.109621635
1329300,-0.19,0,0.373993853,1.839441633,0.109576329
1330000,-0.19,0,0.374370165,1.839149912,0.109546372
1330700,-0.2,0,0.374067285,1.839125923,0.109524838
1331400,-0.19,0,0.373607231,1.838930757,0.109482569
1332100,-0.19,0,0.373669895,1.838626766,0.109483002
1332800,-0.19,0,0.37326242,1.838886315,0.109466557
1333500,-0.19,0,0.373741831,1.838690457,0.109495065
1334200,-0.19,0,0.373807283,1.838569109,0.109513442
1334900,-0.19,0,0.373105417,1.838395996,0.109487872
1335600,-0.19,0,0.373132499,1.838306706,0.10950807
1336300,-0.19,0,0.373107358,1.838436624,0.109552525
1337000,-0.18,0,0.373250585,1.838636733,0.109535438
1337700,-0.18,0,0.372413802,1.838537338,0.109478281
1338400,-0.2,0,0.372763195,1.838475086,0.109483607
1339100,-0.19,0,0.372629569,1.838819772,0.109472237
1339800,-0.19,0,0.373019993,1.838784432,0.109479209
1340500,-0.19,0,0.373496014,1.838613859,0.109539866
1341200,-0.19,0,0.372754195,1.838739539,0.109514557
1341900,-0.18,0,0.372026088,1.838809211,0.109511935
1342600,-0.19,0,0.372088067,1.838885006,0.109521918
1343300,-0.2,0.01,0.372456013,1.839049982,0.109566401
1344000,-0.21,0.01,0.372754163,1.839547973,0.109568039
1344700,-0.22,0.01,0.373147341,1.839761035,0.109603525
1345400,-0.25,0.01,0.372660348,1.840372625,0.109581289
1346100,-0.24,0.01,0.373048237,1.840581189,0.109590869
1346800,-0.24,0.01,0.3730025,1.840528383,0.109550449
1347500,-0.23,0.01,0.373391923,1.840915418,0.10961685
1348200,-0.22,0.01,0.373494332,1.841393224,0.109633205
1348900,-0.23,0.01,0.373154969,1.841249845,0.109630898
1349600,-0.21,0.01,0.372672954,1.841626151,0.109622855
1350300,-0.2,0.01,0.373039068,1.841785457,0.109644689
1351000,-0.21,0.01,0.37337653,1.842110749,0.109667372
1351700,-0.21,0.01,0.373771867,1.842508133,0.109705468
1352400,-0.21,0.01,0.373967573,1.842761838,0.109688538
1353100,-0.22,0.01,0.373748293,1.842559621,0.109708374
1353800,-0.21,0.01,0.372827089,1.842946467,0.109685694
1354500,-0.21,0.01,0.374348447,1.843176324,0.109750445
1355200,-0.21,0.01,0.374385717,1.843542579,0.109750435
1355900,-0.22,0.01,0.374440204,1.843476304,0.10973696
1356600,-0.22,0.01,0.374567167,1.843564718,0.109737713
1357300,-0.22,0.01,0.374439562,1.843654918,0.109734014
1358000,-0.21,0.01,0.374134992,1.843745503,0.109750463
1358700,-0.18,0.01,0.373856396,1.844138134,0.109743508
1359400,-0.18,0.01,0.373912838,1.844788602,0.109748015
1360100,-0.17,0.01,0.373861941,1.844920487,0.109731895
1360800,-0.17,0.01,0.374605679,1.845397796,0.109737981
1361500,-0.16,0.01,0.374863182,1.845724136,0.109750306
1362200,-0.17,0.01,0.374555005,1.845797855,0.10976486
1362900,-0.16,0,0.374618376,1.845786858,0.109780772
1363600,-0.16,0,0.374629606,1.845913894,0.109761219
1364300,-0.14,0,0.375045577,1.845999778,0.109761083
1365000,-0.14,0,0.374815683,1.846207091,0.109788768
1365700,-0.13,0,0.374781096,1.84649404,0.109806788
1366400,-0.14,0,0.375205053,1.846446328,0.109827584
1367100,-0.14,0,0.375229155,1.846479758,0.109827717
1367800,-0.15,0,0.375928834,1.846675094,0.109847256
1368500,-0.14,0,0.375544759,1.847108382,0.109852676
1369200,-0.13,0,0.375203273,1.847513626,0.109820534
1369900,-0.14,0,0.375276752,1.848028646,0.109804899
1370600,-0.13,0,0.37605651,1.848025688,0.109822417
1371300,-0.13,0,0.375993597,1.848067983,0.109849112
1372000,-0.13,0,0.375784342,1.848137353,0.109824529
1372700,-0.13,0,0.376611644,1.848399193,0.109898992
1373400,-0.12,0,0.376651066,1.848641896,0.109898839
1374100,-0.11,0,0.375602846,1.84876455,0.109815557
1374800,-0.1,0,0.376020253,1.848720534,0.109856492
1375500,-0.12,0,0.376389072,1.848978015,0.109844072
1376200,-0.13,0,0.376005297,1.849335508,0.109806594
1376900,-0.14,0,0.376147689,1.849262163,0.109833535
1377600,-0.15,0,0.376110803,1.849530288,0.109844254
1378300,-0.14,0,0.376279358,1.849418867,0.109849675
1379000,-0.14,0,0.376395841,1.849508255,0.109896945
1379700,-0.14,0,0.376299152,1.849811664,0.109881629
1380400,-0.13,0,0.376445429,1.850112898,0.109891911
1381100,-0.13,0,0.376610707,1.850281446,0.109887466
1381800,-0.12,0,0.376682446,1.85050683,0.109904127
1382500,-0.12,0,0.377124109,1.8504258,0.109892825
1383200,-0.12,0,0.377559811,1.850454641,0.109906076
1383900,-0.11,0,0.377131484,1.850186031,0.109868479
1384600,-0.11,0,0.376287491,1.850344531,0.109797263
1385300,-0.11,0,0.376016581,1.850594438,0.109768231
1386000,-0.11,0,0.376489006,1.850669124,0.109815166
1386700,-0.11,0,0.376986922,1.850352284,0.109891915
1387400,-0.11,0,0.377388873,1.850108451,0.109947182
1388100,-0.12,0,0.377391114,1.849869887,0.109953991
1388800,-0.11,0,0.376948292,1.849831862,0.109933384
1389500,-0.13,0,0.37710438,1.850102587,0.109919058
1390200,-0.12,0,0.376451373,1.850066738,0.109895516
1390900,-0.12,0,0.376373947,1.850164508,0.109869844
1391600,-0.13,0,0.376443934,1.850386582,0.109838857
1392300,-0.13,0,0.376102163,1.850434469,0.109835505
1393000,-0.13,0,0.376193651,1.850618236,0.109815566
1393700,-0.13,0,0.376269843,1.850562579,0.109837412
1394400,-0.11,0,0.376066845,1.850309775,0.10987967
1395100,-0.12,0,0.37610491,1.850323647,0.109880757
1395800,-0.11,0,0.376419739,1.850393467,0.109866241
1396500,-0.1,0,0.376028265,1.850553657,0.1098428
1397200,-0.11,0,0.375985455,1.850312675,0.109846889
1397900,-0.12,0,0.37564547,1.850360379,0.109842497
1398600,-0.12,0,0.375705814,1.8501773,0.109832976
1399300,-0.12,0,0.375266211,1.850134993,0.109787598
1400000,-0.11,0,0.375534796,1.850076163,0.109827537
1400700,-0.12,0,0.375656677,1.850121554,0.109825768
1401400,-0.12,0,0.37607157,1.850034804,0.109845835
1402100,-0.13,0,0.375295856,1.85016906,0.109823685
1402800,-0.13,0,0.374549929,1.850433103,0.109771885
1403500,-0.14,0,0.37450112,1.850012893,0.109763853
1404200,-0.13,0,0.374368539,1.850016718,0.109797767
1404900,-0.13,0,0.374323569,1.850113329,0.109817488
1405600,-0.13,0,0.374367729,1.850016208,0.109839245
1406300,-0.14,0,0.374703206,1.850263377,0.109859943
1407000,-0.13,0,0.37544207,1.850268363,0.109909539
1407700,-0.13,0,0.375014583,1.850232614,0.109869507
1408400,-0.13,0,0.37413867,1.850455166,0.109822193
1409100,-0.13,0,0.373814401,1.850673601,0.10979247
1409800,-0.14,0,0.373907265,1.850995903,0.109799706
1410500,-0.13,0,0.374637822,1.851262937,0.109854777
1411200,-0.11,0,0.374618208,1.851365959,0.109848857
1411900,-0.12,0,0.374179388,1.851562475,0.109850909
1412600,-0.12,0,0.374308061,1.85166879,0.109854569
1413300,-0.12,0,0.374342479,1.851859672,0.109886756
1414000,-0.12,0,0.374399468,1.852054969,0.109867263
1414700,-0.12,0,0.374781864,1.852137138,0.109940839
1415400,-0.11,0,0.375088469,1.851958026,0.109983634
1416100,-0.12,0,0.375098706,1.851861168,0.10997621
1416800,-0.11,0,0.37512465,1.852136608,0.109951848
1417500,-0.11,0,0.37474536,1.852143083,0.10993113
1418200,-0.11,0,0.374868471,1.852352163,0.109930605
1418900,-0.12,0,0.375244834,1.852261895,0.109996961
1419600,-0.11,0,0.376011751,1.852241239,0.110031696
1420300,-0.1,0,0.375533604,1.852372505,0.109996658
1421000,-0.1,0,0.375561611,1.852381456,0.110012051
1421700,-0.12,0,0.375100322,1.85262186,0.109994189
1422400,-0.12,0,0.375851309,1.853004212,0.110036679
1423100,-0.13,0,0.375983228,1.853143757,0.110060328
1423800,-0.11,0,0.375823279,1.853337383,0.110063839
1424500,-0.12,0,0.375876161,1.853509683,0.110114214
1425200,-0.12,0,0.376364854,1.853691563,0.110180575
1425900,-0.11,0,0.376355015,1.85370884,0.110160853
1426600,-0.12,0,0.376792538,1.854149996,0.110164819
1427300,-0.13,0,0.376698867,1.85445019,0.110156715
1428000,-0.12,0,0.376007764,1.854474318,0.110142057
1428700,-0.12,0,0.375757829,1.854542662,0.110124855
1429400,-0.12,0,0.375471446,1.854511642,0.110130449
1430100,-0.13,0,0.375077172,1.854831794,0.110140916
1430800,-0.13,0,0.375486534,1.854926449,0.110209398
1431500,-0.13,0,0.375422385,1.855148382,0.110196942
1432200,-0.13,0,0.37538702,1.855033483,0.110203582
1432900,-0.13,0,0.375529836,1.855178691,0.110256404
1433600,-0.12,0,0.376062308,1.855326866,0.110280129
1434300,-0.12,0,0.376408346,1.855424144,0.110327436
1435000,-0.13,0,0.376289182,1.855591911,0.110336467
1435700,-0.16,0,0.376394287,1.855817257,0.110373501
1436400,-0.16,0,0.376460063,1.856207991,0.110406379
1437100,-0.17,0,0.377215293,1.856263958,0.110478514
1437800,-0.18,0,0.377562124,1.856332564,0.11051427
1438500,-0.18,0,0.377721913,1.856491315,0.110567906
1439200,-0.17,0,0.377526536,1.856835066,0.110585102
1439900,-0.17,0,0.377583153,1.857171631,0.110606879
1440600,-0.17,0,0.378251722,1.857187416,0.110633976
1441300,-0.17,0,0.37830983,1.857230441,0.110588068
1442000,-0.17,0,0.378265242,1.857118845,0.110611715
1442700,-0.17,0,0.377897954,1.857023119,0.110589539
1443400,-0.17,0,0.377737839,1.857272193,0.110557928
1444100,-0.16,0,0.378106279,1.857236354,0.110602431
1444800,-0.16,0,0.377433705,1.8572523,0.110596103
1445500,-0.17,0,0.377070225,1.857135033,0.110648356
1446200,-0.17,0,0.377926627,1.857276051,0.110697758
1446900,-0.17,0,0.378355054,1.857496575,0.110724361
1447600,-0.17,0,0.378700787,1.857596662,0.110708784
1448300,-0.16,0,0.37872804,1.857484409,0.110700017
1449000,-0.16,0,0.378816771,1.857422313,0.110723534
1449700,-0.15,0,0.379251189,1.85734657,0.110754557
1450400,-0.15,0,0.379232353,1.857114009,0.110774383
1451100,-0.16,0,0.379343841,1.857277378,0.11075117
1451800,-0.17,0,0.379254475,1.857158231,0.110736697
1452500,-0.17,0,0.379314137,1.856986576,0.110769251
1453200,-0.16,0,0.379148912,1.857080288,0.110781674
1453900,-0.17,0,0.379507839,1.856976039,0.110817077
1454600,-0.16,0,0.379566054,1.856886364,0.110815692
1455300,-0.17,0,0.37911794,1.856930364,0.110762955
1456000,-0.16,0,0.378743971,1.856876732,0.110733743
1456700,-0.16,0,0.379212624,1.856887569,0.110761998
1457400,-0.16,0,0.378789357,1.85693207,0.110770344
1458100,-0.17,0,0.378816092,1.856844327,0.110816059
1458800,-0.17,0,0.378924228,1.856955307,0.110855454
1459500,-0.16,0,0.379413151,1.857072131,0.110905097
1460200,-0.17,0,0.379523269,1.857178895,0.110950292
1460900,-0.17,0,0.379669457,1.857456061,0.110964409
1461600,-0.18,0,0.379827785,1.857560796,0.110974182
1462300,-0.17,0,0.379847494,1.85766041,0.110967599
1463000,-0.18,0,0.380542703,1.857563828,0.110995109
1463700,-0.2,0,0.381105597,1.857817763,0.111015823
1464400,-0.18,0,0.381105046,1.857743119,0.110995383
1465100,-0.18,0,0.381133106,1.857617483,0.110983489
1465800,-0.19,0,0.381234801,1.857584962,0.111014372
1466500,-0.19,0,0.38132227,1.85757024,0.111044804
1467200,-0.2,0,0.381715858,1.857555562,0.111059789
1467900,-0.2,0,0.381355232,1.857861258,0.111017563
1468600,-0.2,0,0.381280066,1.857869489,0.111023502
1469300,-0.2,0,0.380916122,1.857925355,0.111017767
1470000,-0.19,0,0.381067264,1.858169223,0.111032307
1470700,-0.19,0,0.380812312,1.858141154,0.111064028
1471400,-0.18,0,0.380844351,1.858427376,0.111029796
1472100,-0.2,0,0.380952949,1.858643403,0.111065048
1472800,-0.18,0,0.380654549,1.858988638,0.111051346
1473500,-0.18,0,0.380620678,1.859039512,0.111043234
1474200,-0.17,0,0.380175066,1.859168726,0.11101654
1474900,-0.15,0.01,0.380328363,1.85957603,0.111003729
1475600,-0.14,0.01,0.380375743,1.859636189,0.111013121
1476300,-0.15,0.01,0.380976572,1.859823768,0.111058395
1477000,-0.14,0.01,0.381050446,1.859773629,0.111081032
1477700,-0.16,0.01,0.380614832,1.859812478,0.111072568
1478400,-0.16,0.01,0.380522697,1.85992189,0.111046716
1479100,-0.16,0.01,0.380525567,1.860080214,0.111018318
1479800,-0.15,0.01,0.38035866,1.860058344,0.110950407
1480500,-0.13,0.01,0.380146819,1.860337464,0.110928519
1481200,-0.14,0.01,0.379463002,1.860499135,0.110906642
1481900,-0.15,0.01,0.378662969,1.860492917,0.11086819
1482600,-0.15,0.01,0.379060307,1.860459177,0.110906481
1483300,-0.15,0.01,0.378944859,1.860342524,0.110899626
1484000,-0.13,0.01,0.378491338,1.860540161,0.110819992
1484700,-0.12,0.01,0.37850529,1.860556546,0.110820574
1485400,-0.12,0.01,0.378125616,1.860550695,0.11081838
1486100,-0.12,0.01,0.377780121,1.860736242,0.110791956
1486800,-0.12,0.01,0.378126855,1.860814113,0.11083452
1487500,-0.12,0.01,0.37822432,1.86088221,0.110833417
1488200,-0.12,0.01,0.378214062,1.860892669,0.110835477
1488900,-0.11,0.01,0.377664876,1.860735835,0.11080217
1489600,-0.1,0.01,0.377925145,1.860669705,0.110805
1490300,-0.11,0.01,0.378339316,1.860568839,0.110870518
1491000,-0.13,0.01,0.378345034,1.860721248,0.110829938
1491700,-0.15,0.01,0.378899958,1.860509986,0.110809661
1492400,-0.13,0.01,0.378357212,1.860230375,0.110785977
1493100,-0.12,0.01,0.378305375,1.860172602,0.110776807
1493800,-0.12,0.01,0.378703401,1.860283996,0.110792366
1494500,-0.12,0.01,0.379196426,1.860362719,0.110835775
1495200,-0.14,0,0.37919301,1.860141013,0.110861776
1495900,-0.14,0,0.379479079,1.85979084,0.110867479
1496600,-0.13,0,0.378947877,1.859645985,0.110857171
1497300,-0.12,0,0.378466232,1.859516677,0.110799519
1498000,-0.12,0,0.378518382,1.859449714,0.110804689
1498700,-0.12,0,0.378949852,1.859520207,0.11083675
1499400,-0.13,0,0.378996664,1.859504858,0.11086498
1500100,-0.13,0,0.379365129,1.859496055,0.110866789
1500800,-0.14,0,0.379284683,1.859308934,0.110849808
1501500,-0.11,0,0.37992509,1.858878971,0.110852293
1502200,-0.11,0,0.379914491,1.858845339,0.110850097
1502900,-0.11,0,0.380276169,1.85869674,0.110882457
1503600,-0.11,0,0.380147038,1.858454925,0.110870388
1504300,-0.1,0,0.379302004,1.858387131,0.110834825
1505000,-0.1,0,0.379711406,1.858346555,0.110862326
1505700,-0.11,0,0.380080308,1.85820126,0.110896121
1506400,-0.11,0,0.380457689,1.857875693,0.110938942
1507100,-0.12,0,0.380365643,1.857793762,0.110922595
1507800,-0.12,0,0.379628231,1.857655608,0.110913271
1508500,-0.13,0,0.378845457,1.857757758,0.110856368
1509200,-0.13,0,0.378720988,1.857779877,0.110825429
1509900,-0.13,0,0.378721536,1.857905653,0.11079387
1510600,-0.13,0,0.378780847,1.857959672,0.110825263
1511300,-0.14,0,0.379220112,1.857944066,0.110815431
1512000,-0.11,0,0.378558826,1.857507253,0.110751372
1512700,-0.11,0,0.378015287,1.857385487,0.110739986
1513400,-0.12,0,0.377582655,1.85722664,0.110701753
1514100,-0.12,0,0.377677737,1.856943992,0.110758312
1514800,-0.12,0,0.377794714,1.857148098,0.110766885
1515500,-0.12,0,0.378210575,1.857017262,0.110789862
1516200,-0.14,0,0.378255345,1.856968649,0.110777732
1516900,-0.14,0,0.377718724,1.856801295,0.110727136
1517600,-0.16,0,0.378052038,1.856765192,0.110724031
1518300,-0.16,0,0.37844038,1.856686701,0.110740063
1519000,-0.16,0,0.37844038,1.856686701,0.110740063
1519700,-0.18,0,0.378884193,1.856615825,0.110766939
1520400,-0.17,0,0.378462943,1.856239568,0.110773965
1521100,-0.17,0,0.378145544,1.856174157,0.110777556
1521800,-0.17,0,0.378857592,1.856045001,0.110807423
1522500,-0.2,0,0.378263127,1.855855054,0.110746209
1523200,-0.2,0,0.378358419,1.855907868,0.110741559
1523900,-0.2,0,0.377886843,1.855942337,0.110710944
1524600,-0.21,0,0.378027147,1.856245189,0.110693185
1525300,-0.21,0,0.378429274,1.856208698,0.110699029
1526000,-0.21,0,0.378365461,1.856042148,0.110719374
1526700,-0.22,0,0.378323412,1.855840806,0.110701735
1527400,-0.21,0,0.378243718,1.855703343,0.110663837
1528100,-0.21,0,0.3786523,1.855680326,0.110669252
1528800,-0.2,0,0.37906732,1.85575195,0.1106871
1529500,-0.2,0,0.37867455,1.855776986,0.110647967
1530200,-0.19,0,0.379026151,1.855557131,0.110675014
1530900,-0.19,0,0.378898576,1.855289982,0.110661758
1531600,-0.19,0,0.37878265,1.855061415,0.110650344
1532300,-0.17,0,0.379194117,1.855050478,0.110674657
1533000,-0.18,0,0.379354847,1.855101797,0.110684432
1533700,-0.16,0,0.379689163,1.854998674,0.110676929
1534400,-0.17,0,0.379613543,1.855032646,0.110629834
1535100,-0.17,0,0.379538226,1.854542949,0.110622101
1535800,-0.16,0,0.378806026,1.854358075,0.110591563
1536500,-0.16,0,0.37887294,1.854415977,0.110620891
1537200,-0.17,0,0.378956453,1.854480491,0.110603318
1537900,-0.16,0,0.378943403,1.854364284,0.110594403
1538600,-0.15,0,0.378535068,1.854388446,0.110590519
1539300,-0.14,0,0.378530662,1.854569077,0.110566651
1540000,-0.13,0,0.378498502,1.854602188,0.110529315
1540700,-0.13,0,0.378984075,1.85470126,0.110571085
1541400,-0.13,0,0.378659368,1.854767679,0.110546035
1542100,-0.13,0,0.378065279,1.854534413,0.110501722
1542800,-0.12,0,0.377744154,1.854329807,0.110529632
1543500,-0.1,0,0.377424348,1.85443704,0.110509062
1544200,-0.09,0,0.377919934,1.854490302,0.110512728
