timesteps_total,custom_metrics/game_result/num_pass_attempts_mean,custom_metrics/game_result/num_pass_success_mean,custom_metrics/game_result/score_reward_episode_mean,custom_metrics/game_result/win_percentage_episode_mean,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms
484400,37.46,0.28,-0.14,0,0.354009893,3.846768585,0.105991172
487200,38.46,0.29,-0.13,0,0.354180864,3.847027699,0.105988786
490000,40.67,0.29,-0.12,0.01,0.354121923,3.846749366,0.105976518
492800,41.89,0.26,-0.12,0.01,0.354228001,3.846843051,0.105977535
495600,41.5,0.27,-0.11,0.01,0.353946529,3.847131179,0.106032025
498400,43.46,0.25,-0.11,0.01,0.35409838,3.847209326,0.105976656
501200,43.24,0.24,-0.12,0.01,0.354294711,3.846610698,0.105999309
504000,43.83,0.24,-0.11,0.01,0.353470442,3.846721857,0.105949664
506800,42.79,0.22,-0.09,0.01,0.35358137,3.845955156,0.10592358
509600,40.3,0.15,-0.1,0,0.353888375,3.846367688,0.105831272
512400,40.3,0.19,-0.11,0,0.3536029,3.846938289,0.105845652
515200,42.07,0.18,-0.13,0,0.354868646,3.84601341,0.105774068
518000,41.94,0.2,-0.12,0,0.354128482,3.84621626,0.105809614
520800,42.9,0.2,-0.12,0,0.355111283,3.846455512,0.105817331
523600,38.25,0.18,-0.1,0,0.355310367,3.844736933,0.105919284
526400,37.27,0.19,-0.1,0.01,0.355896057,3.843790252,0.105998772
529200,34.15,0.19,-0.08,0.01,0.35489515,3.84428562,0.106000534
532000,34.13,0.26,-0.1,0.01,0.354215075,3.843836788,0.106055943
534800,32.1,0.31,-0.06,0.02,0.354617271,3.843900507,0.105998489
537600,30.49,0.3,-0.04,0.03,0.354473754,3.843687402,0.1059872
540400,29.4,0.29,-0.05,0.03,0.354222602,3.844095545,0.10596396
543200,29.53,0.32,-0.07,0.03,0.355322489,3.843744514,0.105933725
546000,29.48,0.26,-0.07,0.02,0.355355235,3.843489101,0.105930861
548800,28.33,0.27,-0.08,0.03,0.355373665,3.843139212,0.105867849
551600,26.74,0.17,-0.07,0.05,0.35607815,3.843129623,0.105859696
554400,27.05,0.19,-0.07,0.05,0.356697222,3.843211967,0.105915641
557200,27.89,0.23,-0.05,0.06,0.357034676,3.843975903,0.105892205
560000,28.12,0.23,-0.03,0.06,0.357764349,3.845009074,0.105933765
562800,31.76,0.26,-0.02,0.06,0.357830115,3.845986228,0.105893263
565600,33.76,0.26,-0.01,0.05,0.357390458,3.845848191,0.105922461
568400,35.98,0.3,0.03,0.05,0.358340024,3.84529748,0.105919158
571200,39.55,0.29,0,0.03,0.3575912,3.845502591,0.105876345
574000,40.63,0.27,-0.01,0.02,0.35685055,3.844850892,0.105912927
576800,40.78,0.27,0,0.03,0.356836686,3.844250077,0.105917868
579600,41.21,0.28,-0.02,0.02,0.356379529,3.844211006,0.105967895
582400,42.86,0.3,-0.03,0.03,0.355779976,3.844025352,0.105991031
585200,40.26,0.31,-0.05,0.03,0.356092699,3.844204557,0.106017322
588000,40.17,0.29,-0.08,0.03,0.356379976,3.844397811,0.105990083
590800,40.41,0.31,-0.1,0.03,0.35649486,3.843870086,0.106002035
593600,43.11,0.31,-0.1,0.03,0.356565269,3.844260952,0.106058694
596400,45.05,0.34,-0.11,0.02,0.356783838,3.844871169,0.106034629
599200,48.44,0.39,-0.14,0.01,0.356698721,3.845196932,0.105974921
602000,47.8,0.41,-0.14,0.01,0.356461108,3.845452161,0.105948878
604800,47.62,0.42,-0.14,0,0.357076647,3.845339979,0.105921253
607600,48.51,0.42,-0.13,0.01,0.357016199,3.84445253,0.105955796
610400,51.59,0.39,-0.11,0.01,0.357436532,3.844913866,0.106006479
613200,55.1,0.38,-0.1,0.02,0.357152109,3.844817524,0.106000504
616000,51.24,0.38,-0.1,0.02,0.356445066,3.845163337,0.1060652
618800,50.66,0.36,-0.1,0.02,0.356580575,3.845071243,0.10604467
621600,48.36,0.33,-0.09,0.02,0.356438528,3.845854856,0.106086665
624400,48.83,0.3,-0.08,0.02,0.356718976,3.84487244,0.106079841
627200,50.2,0.29,-0.08,0.02,0.356220494,3.84531763,0.106125049
630000,48.41,0.3,-0.09,0.01,0.355980644,3.844960268,0.106081879
632800,44.87,0.29,-0.1,0.01,0.356161694,3.844481386,0.106008625
635600,45.89,0.32,-0.14,0,0.355923954,3.845495476,0.105946318
638400,44.57,0.31,-0.14,0,0.355945292,3.844952685,0.105921225
641200,45.34,0.3,-0.12,0,0.356205005,3.844830391,0.105903978
644000,48.1,0.28,-0.13,0.01,0.356501748,3.843551784,0.105941922
646800,48.84,0.29,-0.11,0.01,0.356517031,3.843395475,0.105944202
649600,49.01,0.26,-0.13,0.01,0.356858819,3.843274077,0.105940264
652400,47.76,0.28,-0.14,0.01,0.356423732,3.843593022,0.105944012
655200,49.07,0.32,-0.14,0.01,0.356915204,3.843864359,0.106031208
658000,45.03,0.34,-0.14,0.01,0.35631335,3.843958941,0.106075093
660800,45.08,0.33,-0.13,0.01,0.3563965,3.843656291,0.10602152
663600,44.27,0.38,-0.13,0.01,0.356296477,3.843893647,0.106023153
666400,44.43,0.39,-0.15,0,0.355887836,3.844685719,0.106028499
669200,43.85,0.41,-0.17,0,0.356023685,3.845239828,0.105995825
672000,43.7,0.45,-0.16,0,0.355444836,3.845293901,0.106011428
674800,45.54,0.44,-0.14,0,0.355876122,3.84497588,0.106037359
677600,48.71,0.47,-0.13,0,0.355563105,3.844239636,0.105976711
680400,47.26,0.42,-0.12,0,0.355965757,3.84390022,0.106023378
683200,50.05,0.41,-0.12,0,0.355571633,3.84409593,0.105960258
686000,50.32,0.47,-0.11,0,0.355225091,3.843735602,0.105994604
688800,50.73,0.41,-0.09,0,0.355326121,3.843429489,0.105973115
691600,51.92,0.4,-0.08,0,0.354837814,3.841964453,0.105950708
694400,50.96,0.38,-0.09,0,0.354903114,3.841968023,0.105950695
697200,46.28,0.34,-0.09,0,0.354574728,3.842209644,0.105894052
700000,40.84,0.3,-0.09,0,0.353982487,3.841975875,0.105882503
702800,37.3,0.29,-0.12,0,0.354217246,3.841754735,0.105848782
705600,34.76,0.27,-0.13,0,0.354203063,3.841745794,0.105876654
708400,31.72,0.28,-0.12,0.01,0.354338312,3.842579269,0.105789464
711200,29.3,0.26,-0.13,0.01,0.354573255,3.842811662,0.105854957
714000,28.59,0.26,-0.1,0.01,0.35481057,3.842528264,0.105862612
716800,29.96,0.29,-0.09,0.01,0.355505928,3.841712161,0.105871154
719600,30.47,0.31,-0.08,0.01,0.356142393,3.841030413,0.105875737
722400,32.95,0.31,-0.08,0.01,0.355567202,3.841423006,0.105850614
725200,33.75,0.29,-0.1,0.01,0.356351537,3.840742244,0.10586985
728000,37.08,0.32,-0.09,0.01,0.355811158,3.83982979,0.105859798
730800,35.54,0.26,-0.11,0,0.355691941,3.83958305,0.105828264
733600,37.73,0.3,-0.1,0,0.356023496,3.838949982,0.105855759
736400,36.95,0.33,-0.1,0,0.356139274,3.838713651,0.105877726
739200,40.3,0.3,-0.1,0,0.35555956,3.839563324,0.10583615
742000,41.51,0.32,-0.12,0,0.355131685,3.8404528,0.105792333
744800,42.49,0.4,-0.13,0,0.355123258,3.840121135,0.105825441
747600,40.77,0.38,-0.14,0,0.355153414,3.839964824,0.105821937
750400,40.56,0.37,-0.13,0.01,0.355337762,3.839328684,0.105783617
753200,41.27,0.38,-0.14,0.01,0.355832254,3.83941687,0.105826111
756000,40.55,0.35,-0.15,0.01,0.356702967,3.839936503,0.10576892
758800,37.33,0.31,-0.15,0.01,0.356566712,3.838853311,0.105724795
761600,36.28,0.31,-0.15,0.01,0.356034214,3.838429234,0.105727963
764400,37.76,0.25,-0.1,0.01,0.356550953,3.838550291,0.105750379
767200,35.58,0.29,-0.1,0.01,0.356789816,3.838922152,0.105748307
770000,33.78,0.27,-0.1,0.01,0.356532508,3.839127852,0.105732739
772800,36.24,0.28,-0.09,0.01,0.355818253,3.838668071,0.105821807
775600,37.29,0.34,-0.1,0.02,0.354922593,3.838766237,0.105786176
778400,38.34,0.37,-0.1,0.02,0.35432055,3.838755468,0.105810143
781200,37.08,0.35,-0.12,0.02,0.355367352,3.837557653,0.105855413
784000,36.06,0.32,-0.12,0.03,0.354960355,3.838338343,0.105910743
786800,37.64,0.33,-0.12,0.02,0.354911722,3.838600358,0.1059009
789600,39.09,0.36,-0.11,0.02,0.355012962,3.839017497,0.10586787
792400,39.89,0.42,-0.08,0.04,0.355387809,3.838331502,0.105780489
795200,38.37,0.37,-0.1,0.03,0.355146708,3.838138363,0.105816063
798000,37.29,0.41,-0.09,0.03,0.355310749,3.836538252,0.105792265
800800,37.49,0.41,-0.07,0.04,0.356203081,3.836475033,0.105811846
803600,39.01,0.4,-0.08,0.03,0.356453111,3.835474642,0.105808067
806400,38.68,0.4,-0.08,0.03,0.356258866,3.835689638,0.105719877
809200,38.06,0.37,-0.11,0.02,0.356106945,3.835257746,0.105763342
812000,38.45,0.36,-0.11,0.01,0.355642332,3.834883186,0.105758341
814800,38.19,0.31,-0.11,0.01,0.355284428,3.835096312,0.105817324
817600,39.86,0.28,-0.1,0.01,0.355640951,3.835675726,0.105786365
820400,39.68,0.3,-0.13,0.01,0.35530024,3.836367751,0.105713432
823200,38.79,0.3,-0.12,0.01,0.35513287,3.836640541,0.105669111
826000,42.3,0.29,-0.1,0.01,0.355511646,3.836582002,0.105654298
828800,43.63,0.26,-0.12,0.01,0.355669333,3.835478175,0.105704271
831600,45.57,0.27,-0.09,0.02,0.355933033,3.83530668,0.105603905
834400,44.61,0.26,-0.1,0.03,0.356078734,3.834849354,0.105599245
837200,46.05,0.23,-0.11,0.03,0.356273493,3.834271205,0.105532806
840000,47.11,0.23,-0.1,0.03,0.356048613,3.833505299,0.105485369
842800,49.95,0.18,-0.07,0.03,0.355754512,3.833030756,0.105511453
845600,50.2,0.16,-0.07,0.03,0.356379763,3.831895268,0.105543154
848400,45.14,0.14,-0.05,0.02,0.356034381,3.831939668,0.105579128
851200,42.66,0.14,-0.06,0.01,0.356225011,3.831572559,0.10558656
854000,43.87,0.15,-0.07,0,0.355723079,3.831941709,0.105557222
856800,42.2,0.16,-0.05,0,0.356086334,3.831283546,0.105522646
859600,38.96,0.15,-0.05,0,0.356198116,3.830918651,0.105593388
862400,38.36,0.16,-0.07,0,0.355668649,3.831058254,0.105579146
865200,38.94,0.23,-0.1,0,0.356037625,3.830849319,0.105546615
868000,39.49,0.31,-0.13,0,0.355523035,3.830960742,0.105448106
870800,42.97,0.29,-0.13,0,0.355485389,3.832096425,0.10537308
873600,41.84,0.25,-0.12,0,0.355628674,3.831674664,0.105441759
876400,41.93,0.29,-0.13,0.01,0.355774606,3.831133666,0.10546687
879200,44.68,0.31,-0.15,0.01,0.356071548,3.831338333,0.10543038
882000,45.26,0.27,-0.1,0.02,0.356177129,3.830438371,0.105409422
884800,44.43,0.27,-0.09,0.03,0.35693099,3.829609098,0.105441331
887600,44.86,0.24,-0.07,0.04,0.35671923,3.827732977,0.105366958
890400,46.86,0.29,-0.06,0.04,0.356329575,3.827111547,0.105408804
893200,46.13,0.3,-0.04,0.04,0.356574292,3.82712517,0.105385987
896000,46.69,0.32,-0.05,0.04,0.357000618,3.826300529,0.105402926
898800,46.77,0.39,-0.08,0.04,0.356892708,3.826994327,0.105367627
901600,48.48,0.45,-0.1,0.02,0.357376632,3.827608418,0.105412122
904400,46.71,0.43,-0.1,0.02,0.357086828,3.826692921,0.105415777
907200,48.76,0.48,-0.1,0.01,0.357536736,3.82586063,0.105431042
910000,44.31,0.49,-0.11,0.01,0.357463745,3.825227037,0.105442431
912800,44.03,0.47,-0.12,0.01,0.356382092,3.825704199,0.105339742
915600,42.43,0.46,-0.09,0.01,0.356864176,3.825250532,0.105284004
918400,41.91,0.42,-0.09,0.01,0.35618054,3.82517656,0.10525442
921200,41.15,0.39,-0.08,0.01,0.356744679,3.82651969,0.105284844
